asset_id,type,section,name_ru,name_latin,local_path,source_url,source_page,author,license,license_url,attribution_required,status,risk,decision,permission_candidate,notes
species-image:Средний пёстрый дятел,species_image,species catalog,Средний пёстрый дятел,Dendrocoptes medius,backend/media/species/dendrocoptes-medius.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Middle-spotted_woodpecker_%28Dendrocopos_medius%29%2C_Parc_du_Rouge-Clo%C3%AEtre%2C_Brussels_%2849179578882%29_%28cropped%29.jpg/960px-Middle-spotted_woodpecker_%28Dendrocopos_medius%29%2C_Parc_du_Rouge-Clo%C3%AEtre%2C_Brussels_%2849179578882%29_%28cropped%29.jpg,"https://commons.wikimedia.org/wiki/File:Middle-spotted_woodpecker_(Dendrocopos_medius),_Parc_du_Rouge-Clo%C3%AEtre,_Brussels_(49179578882)_(cropped).jpg","Frank Vassen from Brussels, Belgium",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:Middle-spotted woodpecker (Dendrocopos medius), Parc du Rouge-Cloître, Brussels (49179578882) (cropped).jpg; exact taxon match; normalized to local JPEG without EXIF."
species-image:Стриж черный,species_image,species catalog,Стриж черный,Apus apus,backend/media/species/apus-apus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Common_Swift_2025_07_18_02_%28cropped%29.jpg/960px-Common_Swift_2025_07_18_02_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Common_Swift_2025_07_18_02_(cropped).jpg,Alexis Lours,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Common Swift 2025 07 18 02 (cropped).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Трясогузка белая,species_image,species catalog,Трясогузка белая,Motacilla alba,backend/media/species/motacilla-alba.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/20180415_015_Winterswijk_Witte_kwikstaart_%2840785272624%29.jpg/960px-20180415_015_Winterswijk_Witte_kwikstaart_%2840785272624%29.jpg,https://commons.wikimedia.org/wiki/File:20180415_015_Winterswijk_Witte_kwikstaart_(40785272624).jpg,"Jac. Janssen from BAARLO LB, NL",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:20180415 015 Winterswijk Witte kwikstaart (40785272624).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Чернозобая гагара,species_image,species catalog,Чернозобая гагара,Gavia arctica,backend/media/species/gavia-arctica.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Gavia_arctica1.jpg/960px-Gavia_arctica1.jpg,https://commons.wikimedia.org/wiki/File:Gavia_arctica1.jpg,Robert Bergman,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Gavia arctica1.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Чёрный аист,species_image,species catalog,Чёрный аист,Ciconia nigra,backend/media/species/ciconia-nigra.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Ciconia_nigra.jpg/960px-Ciconia_nigra.jpg,https://commons.wikimedia.org/wiki/File:Ciconia_nigra.jpg,J. Patrick Fischer,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Ciconia nigra.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Чёрный стриж,species_image,species catalog,Чёрный стриж,Apus apus,backend/media/species/apus-apus-2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Common_Swift_2025_07_18_02_%28cropped%29.jpg/960px-Common_Swift_2025_07_18_02_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Common_Swift_2025_07_18_02_(cropped).jpg,Alexis Lours,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Common Swift 2025 07 18 02 (cropped).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Бледная поганка,species_image,species catalog,Бледная поганка,Amanita phalloides,backend/media/species/amanita-phalloides.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Amanita_phalloides_1.JPG/960px-Amanita_phalloides_1.JPG,https://commons.wikimedia.org/wiki/File:Amanita_phalloides_1.JPG,Archenzo,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Amanita phalloides 1.JPG; exact taxon match; normalized to local JPEG without EXIF.
species-image:Вольвариелла шелковистая,species_image,species catalog,Вольвариелла шелковистая,Volvariella,backend/media/species/volvariella-bombycina.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Volvariella_bombycina1.jpg/960px-Volvariella_bombycina1.jpg,https://commons.wikimedia.org/wiki/File:Volvariella_bombycina1.jpg,Hagen Graebner,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Volvariella bombycina1.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Головач гигантский,species_image,species catalog,Головач гигантский,Calvatia gigantea,backend/media/species/calvatia-gigantea.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Giant_Puffball.jpg/960px-Giant_Puffball.jpg,https://commons.wikimedia.org/wiki/File:Giant_Puffball.jpg,The original uploader was Sulfur at English Wikipedia.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Giant Puffball.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Каштановый гриб,species_image,species catalog,Каштановый гриб,Gyroporus,backend/media/species/gyroporus-castaneus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Gyroporus_castaneus_2011_G1.jpg/960px-Gyroporus_castaneus_2011_G1.jpg,https://commons.wikimedia.org/wiki/File:Gyroporus_castaneus_2011_G1.jpg,George Chernilevsky,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Gyroporus castaneus 2011 G1.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Клавария цоллинегра,species_image,species catalog,Клавария цоллинегра,Clavaria,backend/media/species/clavaria-zollingeri.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Clavaria_zollingeri_90973.jpg/960px-Clavaria_zollingeri_90973.jpg,https://commons.wikimedia.org/wiki/File:Clavaria_zollingeri_90973.jpg,"This image was created by user Dan Molter (shroomydan) at Mushroom Observer, a source for mycological images.You can contact this user here.",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Clavaria zollingeri 90973.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Моховик,species_image,species catalog,Моховик,Xerocomus,backend/media/species/xerocomus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Boletus_subtomentosus.jpg/960px-Boletus_subtomentosus.jpg,https://commons.wikimedia.org/wiki/File:Boletus_subtomentosus.jpg,"Daniel Ullrich, Threedots",CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,medium,use,no,Wikidata P18; Wikimedia Commons file File:Boletus subtomentosus.jpg; representative image for non-binomial catalog taxon; normalized to local JPEG without EXIF.
species-image:Мухомор красный,species_image,species catalog,Мухомор красный,Amanita,backend/media/species/amanita-muscaria.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Amanita_muscaria_3_vliegenzwammen_op_rij.jpg/960px-Amanita_muscaria_3_vliegenzwammen_op_rij.jpg,https://commons.wikimedia.org/wiki/File:Amanita_muscaria_3_vliegenzwammen_op_rij.jpg,Onderwijsgek,CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Amanita muscaria 3 vliegenzwammen op rij.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Мухомор серебристый,species_image,species catalog,Мухомор серебристый,Amanita argentea,backend/media/species/amanita-argentea.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Amanita_mairei.JPG,https://commons.wikimedia.org/wiki/File:Amanita_mairei.JPG,archenzo,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Amanita mairei.JPG; exact taxon match; normalized to local JPEG without EXIF.
species-image:Опенок ложный,species_image,species catalog,Опенок ложный,Hypholoma,backend/media/species/hypholoma-fasciculare.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Hypholoma_fasciculare_LC0091.jpg/960px-Hypholoma_fasciculare_LC0091.jpg,https://commons.wikimedia.org/wiki/File:Hypholoma_fasciculare_LC0091.jpg,Jörg Hempel,CC BY-SA 2.0 de,https://creativecommons.org/licenses/by-sa/2.0/de/deed.en,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Hypholoma fasciculare LC0091.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Пецица сочная,species_image,species catalog,Пецица сочная,Peziza,backend/media/species/peziza-succosa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Gelbmilchender_Becherling_Peziza_succosa.jpg/960px-Gelbmilchender_Becherling_Peziza_succosa.jpg,https://commons.wikimedia.org/wiki/File:Gelbmilchender_Becherling_Peziza_succosa.jpg,Holger Krisp,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Gelbmilchender Becherling Peziza succosa.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Подберёзовик,species_image,species catalog,Подберёзовик,Leccinum scabrum,backend/media/species/leccinum-scabrum.jpg,https://upload.wikimedia.org/wikipedia/commons/8/85/Birkenpilz01.jpg,https://commons.wikimedia.org/wiki/File:Birkenpilz01.jpg,Wikimedia Commons contributor,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Birkenpilz01.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Подосиновик,species_image,species catalog,Подосиновик,Leccinum aurantiacum,backend/media/species/leccinum-aurantiacum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Leccinum_aurantiacum_G3_%281%29.jpg/960px-Leccinum_aurantiacum_G3_%281%29.jpg,https://commons.wikimedia.org/wiki/File:Leccinum_aurantiacum_G3_(1).jpg,Jerzy Opioła,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Leccinum aurantiacum G3 (1).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Саркодон черепитчатый,species_image,species catalog,Саркодон черепитчатый,Sarcodina,backend/media/species/sarcodon-imbricatus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Habichtspilz-Sarcodon-imbricatus.jpg/960px-Habichtspilz-Sarcodon-imbricatus.jpg,https://commons.wikimedia.org/wiki/File:Habichtspilz-Sarcodon-imbricatus.jpg,Holger Krisp,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Habichtspilz-Sarcodon-imbricatus.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Свинушка тонкая,species_image,species catalog,Свинушка тонкая,Paxillus involutus,backend/media/species/paxillus-involutus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/%C4%8Cechratka_podvinut%C3%A1_1.jpg/960px-%C4%8Cechratka_podvinut%C3%A1_1.jpg,https://commons.wikimedia.org/wiki/File:%C4%8Cechratka_podvinut%C3%A1_1.jpg,Karelj,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Čechratka podvinutá 1.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Строчок гигантский,species_image,species catalog,Строчок гигантский,Gyromitra,backend/media/species/gyromitra-gigas.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Gyromitra_gigas_85397.jpg/960px-Gyromitra_gigas_85397.jpg,https://commons.wikimedia.org/wiki/File:Gyromitra_gigas_85397.jpg,"This image was created by user Ron Pastorino (Ronpast) at Mushroom Observer, a source for mycological images.You can contact this user here.",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Gyromitra gigas 85397.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Сыроежка,species_image,species catalog,Сыроежка,Russula sp.,backend/media/species/russula-sp.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Russula_sp%3F%2C_Nieuw_Leeuwenhorst%2C_Noordwijkerhout%2C_NL.jpg/960px-Russula_sp%3F%2C_Nieuw_Leeuwenhorst%2C_Noordwijkerhout%2C_NL.jpg,"https://commons.wikimedia.org/wiki/File:Russula_sp%3F,_Nieuw_Leeuwenhorst,_Noordwijkerhout,_NL.jpg",Rudolphous,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,medium,use,no,"Commons search; Wikimedia Commons file File:Russula sp?, Nieuw Leeuwenhorst, Noordwijkerhout, NL.jpg; representative image for non-binomial catalog taxon; normalized to local JPEG without EXIF."
species-image:Энтолома серо-стальная,species_image,species catalog,Энтолома серо-стальная,Entoloma,backend/media/species/entoloma-bloxamii.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/2010-12-04_Entoloma_bloxamii_2_60253.jpg/960px-2010-12-04_Entoloma_bloxamii_2_60253.jpg,https://commons.wikimedia.org/wiki/File:2010-12-04_Entoloma_bloxamii_2_60253.jpg,"This image was created by user BakerSt10 at Mushroom Observer, a source for mycological images.You can contact this user here.",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:2010-12-04 Entoloma bloxamii 2 60253.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Болотная черепаха,species_image,species catalog,Болотная черепаха,Emys orbicularis,backend/media/species/emys-orbicularis.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Hellenic_pond_turtle_%28Emys_orbicularis_hellenica%29_Butrint.jpg/960px-Hellenic_pond_turtle_%28Emys_orbicularis_hellenica%29_Butrint.jpg,https://commons.wikimedia.org/wiki/File:Hellenic_pond_turtle_(Emys_orbicularis_hellenica)_Butrint.jpg,Charles J. Sharp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Commons search; Wikimedia Commons file File:Hellenic pond turtle (Emys orbicularis hellenica) Butrint.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Гадюка Никольского,species_image,species catalog,Гадюка Никольского,Vipera nikolskii,backend/media/species/vipera-nikolskii.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/BennyTrapp_Vipera_nikolskii.jpg/960px-BennyTrapp_Vipera_nikolskii.jpg,https://commons.wikimedia.org/wiki/File:BennyTrapp_Vipera_nikolskii.jpg,Benny Trapp,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:BennyTrapp Vipera nikolskii.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Гребенчатый тритон,species_image,species catalog,Гребенчатый тритон,Triturus cristatus,backend/media/species/triturus-cristatus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Kammmolchmaennchen.jpg/960px-Kammmolchmaennchen.jpg,https://commons.wikimedia.org/wiki/File:Kammmolchmaennchen.jpg,Rainer Theuer.,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Kammmolchmaennchen.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Живородящая ящерица,species_image,species catalog,Живородящая ящерица,Zootoca vivipara,backend/media/species/zootoca-vivipara.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f3/Lacerta_vivipara_1_%28Marek_Szczepanek%29.jpg,https://commons.wikimedia.org/wiki/File:Lacerta_vivipara_1_(Marek_Szczepanek).jpg,Wikimedia Commons contributor,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Lacerta vivipara 1 (Marek Szczepanek).jpg; license is acceptable; manually downloaded after bulk throttle and stored locally.
species-image:Ломкая веретеница,species_image,species catalog,Ломкая веретеница,Anguis fragilis,backend/media/species/anguis-fragilis.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/Anguidae.jpg,https://commons.wikimedia.org/wiki/File:Anguidae.jpg,Wikimedia Commons contributor,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Anguidae.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Обыкновенная медянка,species_image,species catalog,Обыкновенная медянка,Coronella austriaca,backend/media/species/coronella-austriaca.jpg,https://upload.wikimedia.org/wikipedia/commons/1/17/Schlingnatter.jpg,https://commons.wikimedia.org/wiki/File:Schlingnatter.jpg,Der Irbis,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Schlingnatter.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Обыкновенный уж,species_image,species catalog,Обыкновенный уж,Natrix natrix,backend/media/species/natrix-natrix.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/2017.07.17.-17-Tiefer_See_oder_Grubensee-Storkow_%28Mark%29--Ringelnatter.jpg/960px-2017.07.17.-17-Tiefer_See_oder_Grubensee-Storkow_%28Mark%29--Ringelnatter.jpg,https://commons.wikimedia.org/wiki/File:2017.07.17.-17-Tiefer_See_oder_Grubensee-Storkow_(Mark)--Ringelnatter.jpg,Andreas Eichler,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:2017.07.17.-17-Tiefer See oder Grubensee-Storkow (Mark)--Ringelnatter.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Озёрная лягушка,species_image,species catalog,Озёрная лягушка,Pelophylax ridibundus,backend/media/species/pelophylax-ridibundus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/RanaRidibundaFemale.jpg/960px-RanaRidibundaFemale.jpg,https://commons.wikimedia.org/wiki/File:RanaRidibundaFemale.jpg,Christian Fischer,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:RanaRidibundaFemale.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Прыткая ящерица,species_image,species catalog,Прыткая ящерица,Lacerta agilis,backend/media/species/lacerta-agilis.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Jaszczurka.jpg/960px-Jaszczurka.jpg,https://commons.wikimedia.org/wiki/File:Jaszczurka.jpg,Krzysztof Mizera,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Jaszczurka.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Серая жаба,species_image,species catalog,Серая жаба,Bufo bufo,backend/media/species/bufo-bufo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Bufo_bufo_2_%282005_07_11%29.jpg/960px-Bufo_bufo_2_%282005_07_11%29.jpg,https://commons.wikimedia.org/wiki/File:Bufo_bufo_2_(2005_07_11).jpg,Taka,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Bufo bufo 2 (2005 07 11).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Травяная лягушка,species_image,species catalog,Травяная лягушка,Rana temporaria,backend/media/species/rana-temporaria.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/European_Common_Frog_Rana_temporaria.jpg/960px-European_Common_Frog_Rana_temporaria.jpg,https://commons.wikimedia.org/wiki/File:European_Common_Frog_Rana_temporaria.jpg,"Richard Bartz, Munich aka Makro Freak Image:MFB.jpg",CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:European Common Frog Rana temporaria.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Тритон обыкновенный,species_image,species catalog,Тритон обыкновенный,Lissotriton vulgaris,backend/media/species/lissotriton-vulgaris.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/LissotritonVulgarisMaleWater.JPG/960px-LissotritonVulgarisMaleWater.JPG,https://commons.wikimedia.org/wiki/File:LissotritonVulgarisMaleWater.JPG,"Piet Spaans Viridiflavus 21:50, 10 April 2007 (UTC)",CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:LissotritonVulgarisMaleWater.JPG; exact taxon match; normalized to local JPEG without EXIF.
species-image:Узорчатый полоз,species_image,species catalog,Узорчатый полоз,Elaphe dione,backend/media/species/elaphe-dione.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/Elaphe_dione.JPG,https://commons.wikimedia.org/wiki/File:Elaphe_dione.JPG,"Vladimir Yu. Arkhipov, Arkhivov",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Commons search; Wikimedia Commons file File:Elaphe dione.JPG; exact taxon match; normalized to local JPEG without EXIF.
species-image:Чесночница,species_image,species catalog,Чесночница,Pelobates fuscus,backend/media/species/pelobates-fuscus.jpg,https://upload.wikimedia.org/wikipedia/commons/3/32/Pelobates_fuscus_fuscus.jpg,https://commons.wikimedia.org/wiki/File:Pelobates_fuscus_fuscus.jpg,Franco Andreone - see authorization,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Pelobates fuscus fuscus.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Бабочка лимонница,species_image,species catalog,Бабочка лимонница,Gonepteryx rhamni,backend/media/species/gonepteryx-rhamni.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/%28MHNT%29_Gonepteryx_rhamni_-_Foret_de_Bouconne_France_-_female.jpg/960px-%28MHNT%29_Gonepteryx_rhamni_-_Foret_de_Bouconne_France_-_female.jpg,https://commons.wikimedia.org/wiki/File:(MHNT)_Gonepteryx_rhamni_-_Foret_de_Bouconne_France_-_female.jpg,Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:(MHNT) Gonepteryx rhamni - Foret de Bouconne France - female.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Белянка (капустница),species_image,species catalog,Белянка (капустница),Pieris,backend/media/species/pieris-brassicae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/%28MHNT%29_Pieris_brassicae_-_Foret_de_Bouconne%2C_France_-_female.jpg/960px-%28MHNT%29_Pieris_brassicae_-_Foret_de_Bouconne%2C_France_-_female.jpg,"https://commons.wikimedia.org/wiki/File:(MHNT)_Pieris_brassicae_-_Foret_de_Bouconne,_France_-_female.jpg",Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:(MHNT) Pieris brassicae - Foret de Bouconne, France - female.jpg; exact taxon match; normalized to local JPEG without EXIF."
species-image:Берёзовый шелкопряд,species_image,species catalog,Берёзовый шелкопряд,Endromis,backend/media/species/endromis-versicolora.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Endromis_versicolora_306460322.jpg/960px-Endromis_versicolora_306460322.jpg,https://commons.wikimedia.org/wiki/File:Endromis_versicolora_306460322.jpg,Sylvain Montagner,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Endromis versicolora 306460322.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Богомол,species_image,species catalog,Богомол,Mantis,backend/media/species/mantis-religiosa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Mantis_religiosa_MHNT_enti%C3%A8re.jpg/960px-Mantis_religiosa_MHNT_enti%C3%A8re.jpg,https://commons.wikimedia.org/wiki/File:Mantis_religiosa_MHNT_enti%C3%A8re.jpg,Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Mantis religiosa MHNT entière.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Божья коровка,species_image,species catalog,Божья коровка,Coccinellidae,backend/media/species/coccinellidae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Ladybug_larva_%28Coccinellidae%29.jpg/960px-Ladybug_larva_%28Coccinellidae%29.jpg,https://commons.wikimedia.org/wiki/File:Ladybug_larva_(Coccinellidae).jpg,Marcel Zurreck,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,medium,use,no,Wikidata P18; Wikimedia Commons file File:Ladybug larva (Coccinellidae).jpg; representative image for non-binomial catalog taxon; normalized to local JPEG without EXIF.
species-image:Большая ежемуха,species_image,species catalog,Большая ежемуха,Tachina,backend/media/species/tachina-grossa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Tachina_grossa.2006-08-18.jpg/960px-Tachina_grossa.2006-08-18.jpg,https://commons.wikimedia.org/wiki/File:Tachina_grossa.2006-08-18.jpg,Algirdas,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Tachina grossa.2006-08-18.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Большое коромысло,species_image,species catalog,Большое коромысло,Aeshna,backend/media/species/aeshna-grandis.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Aeshna_grandis_f_1812.jpg/960px-Aeshna_grandis_f_1812.jpg,https://commons.wikimedia.org/wiki/File:Aeshna_grandis_f_1812.jpg,G.-U. Tolkiehn,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Aeshna grandis f 1812.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Большой рогохвост,species_image,species catalog,Большой рогохвост,Sirex,backend/media/species/urocerus-gigas.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Urocerus_gigas5.jpg/960px-Urocerus_gigas5.jpg,https://commons.wikimedia.org/wiki/File:Urocerus_gigas5.jpg,Holger Gröschl,CC BY-SA 2.0 de,https://creativecommons.org/licenses/by-sa/2.0/de/deed.en,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Urocerus gigas5.jpg; exact taxon match; normalized to local JPEG without EXIF.
